BookingID|BookingParentID|Status|RecordLocator|BookingPromoCode|CurrencyCode|HoldDateTime|ExpiredDate|PriceStatus|PaidStatus|SystemCode|ChannelType|CreatedAgentCode|CreatedOrganizationCode|CreatedDomainCode|CreatedLocationCode|SourceAgentCode|SourceOrganizationCode|SourceDomainCode|SourceLocationCode|ReferralCode|GroupName|ReceivedBy|ReceivedByReference|ProfileStatus|CreatedSystemType|BookingDate|BookingType|OwningCarrierCode|CreatedAgentID|CreatedDate|ModifiedAgentID|ModifiedDate|extract_dt|source|proc_status|TimeToModify|business_key|hash
104136559|0|2|YEZWRJ||EUR|9999-12-31 00:00:00.000|2019-02-24 17:25:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 09:53:44||VY|2299761|2019-01-01 09:53:44|2299761|2019-01-01 09:53:48|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104136559_0_2_YEZWRJ|f1f93ae332d50fb5d0833f41af589ae4
104136565|0|2|JD559G||EUR|9999-12-31 00:00:00.000|2019-02-24 17:25:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 09:54:09||VY|2299761|2019-01-01 09:54:09|2299761|2019-01-01 09:54:11|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104136565_0_2_JD559G|168e7686f44bd3d56ff2faa676fb4ad6
104136568|0|2|XYT72P||EUR|9999-12-31 00:00:00.000|2019-02-24 17:25:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 09:54:32||VY|2299761|2019-01-01 09:54:32|2299761|2019-01-01 09:54:36|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104136568_0_2_XYT72P|303e7840e24a4bcadb7b873d004c8512
104136658|0|2|SCQEXM||EUR|9999-12-31 00:00:00.000|2019-02-24 17:25:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 10:02:33||VY|2299761|2019-01-01 10:02:33|2299761|2019-01-01 10:02:37|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104136658_0_2_SCQEXM|12c7fd41d4526163f80f22b8d9c4f110
104136824|103730135|2|F8Y8FV||EUR|9999-12-31 00:00:00.000|2019-01-08 18:50:00|3|1||4|APiehler|VY|DEF|BCN|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|0|2018-12-17 17:54:13||VY|2537687|2019-01-01 10:14:44|2537687|2019-01-01 10:33:58|2024-11-14 11:18:50|Booking|transformed|0 days 00:19:14|104136824_103730135_2_F8Y8FV|56deb87bb91afe72d0116e7ab72b5800
104136904|0|2|YH6NHN||EUR|9999-12-31 00:00:00.000|2019-01-04 21:20:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 10:21:41||VY|2299761|2019-01-01 10:21:41|2299761|2019-01-01 10:21:45|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104136904_0_2_YH6NHN|ea8d32ee32fd28c27af69baa62422f83
104137458|0|2|I7L1MY||EUR|9999-12-31 00:00:00.000|2019-01-02 18:55:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 10:55:09||VY|2137848|2019-01-01 10:55:09|2137848|2019-01-02 13:06:02|2024-11-14 11:18:50|Booking|transformed|1 days 02:10:53|104137458_0_2_I7L1MY|1fb462dbd9460776994b0f21906bdb09
104137547|0|2|N9YQWV||EUR|9999-12-31 00:00:00.000|2019-01-03 07:00:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 10:59:35||VY|2137848|2019-01-01 10:59:35|2137848|2019-01-06 12:11:25|2024-11-14 11:18:50|Booking|transformed|5 days 01:11:50|104137547_0_2_N9YQWV|7565ded024fe39e2065a43f20fe5877f
104138017|0|2|I8UD7S||EUR|9999-12-31 00:00:00.000|2019-03-02 09:20:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-01 11:25:21||VY|2299759|2019-01-01 11:25:21|4761964|2019-02-22 05:00:53|2024-11-14 11:18:50|Booking|transformed|51 days 17:35:32|104138017_0_2_I8UD7S|43226791e32a07addf22bbf4060387fb
104138214|0|3|NH1I9K||EUR|9999-12-31 00:00:00.000|2019-03-26 17:30:00|3|1||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-01 11:35:44||VY|21|2019-01-01 11:35:44|5461429|2019-09-10 07:47:55|2024-11-14 11:18:50|Booking|transformed|251 days 20:12:11|104138214_0_3_NH1I9K|fbcd990a02cb28374c4e3fd263867628
104138519|0|2|EYND9M||EUR|9999-12-31 00:00:00.000|2019-01-07 20:05:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-01 11:49:26||VY|21|2019-01-01 11:49:26|3906580|2019-01-06 18:45:19|2024-11-14 11:18:50|Booking|transformed|5 days 06:55:53|104138519_0_2_EYND9M|8b7e100717d0f6c41e41f466e17e360c
104138951|0|2|P8TWVI||EUR|9999-12-31 00:00:00.000|2019-05-26 14:15:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-01 12:10:27||VY|21|2019-01-01 12:10:27|4673237|2019-05-25 12:30:13|2024-11-14 11:18:50|Booking|transformed|144 days 00:19:46|104138951_0_2_P8TWVI|be776e79e693bf019ad443be25e83f93
104139562|0|2|ICVTYJ||EUR|9999-12-31 00:00:00.000|2019-01-03 06:00:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 12:42:37||VY|2137848|2019-01-01 12:42:37|2137848|2019-01-03 06:50:49|2024-11-14 11:18:50|Booking|transformed|1 days 18:08:12|104139562_0_2_ICVTYJ|df074875684f9db4830ccbfd31d40116
104139841|0|2|ZJJWNH||EUR|9999-12-31 00:00:00.000|2019-05-14 08:55:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 12:58:30||VY|2299761|2019-01-01 12:58:30|2299761|2019-01-01 12:58:32|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104139841_0_2_ZJJWNH|49d612334e244e2cecd4e48387a2ed47
104140185|0|2|RD27FJ||EUR|9999-12-31 00:00:00.000|2019-02-28 16:00:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 13:15:17||VY|2299761|2019-01-01 13:15:17|2299761|2019-01-01 13:15:20|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104140185_0_2_RD27FJ|474a6b626be760520c9183114418f570
104140201|0|2|OF2TMD||EUR|9999-12-31 00:00:00.000|2019-02-28 16:00:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 13:15:57||VY|2299761|2019-01-01 13:15:57|2299761|2019-01-01 13:15:59|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104140201_0_2_OF2TMD|d132c688144d134df6b26c81f738fcde
104140217|0|2|GBU3YM||EUR|9999-12-31 00:00:00.000|2019-02-28 16:00:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 13:16:35||VY|2299761|2019-01-01 13:16:35|2299761|2019-01-01 13:16:38|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104140217_0_2_GBU3YM|afcfcc4fac17d9092336bb734967b175
104140236|0|2|PF73JD||EUR|9999-12-31 00:00:00.000|2019-01-03 19:45:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 13:17:34||VY|2137848|2019-01-01 13:17:34|2137848|2019-01-03 10:07:05|2024-11-14 11:18:50|Booking|transformed|1 days 20:49:31|104140236_0_2_PF73JD|c89db57be8a395a1519856c975ab45de
104140320|0|3|ECQCWJ||EUR|9999-12-31 00:00:00.000|2019-01-05 15:45:00|3|1||4|I3-edreams642139|64213936|EXT|OTAT|I3-edreams642139|64213936|EXT|OTAT|||#I#AXBO#OTAT#VY||0|7|2019-01-01 13:21:35||VY|2253803|2019-01-01 13:21:35|4544612|2019-01-27 17:20:05|2024-11-14 11:18:50|Booking|transformed|26 days 03:58:30|104140320_0_3_ECQCWJ|2d8932c8e26618c03ba867d8b8280578
104140484|0|2|NBEJYP||EUR|9999-12-31 00:00:00.000|2019-01-03 19:45:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 13:28:33||VY|2137848|2019-01-01 13:28:33|2137848|2019-01-03 22:46:05|2024-11-14 11:18:50|Booking|transformed|2 days 09:17:32|104140484_0_2_NBEJYP|2ed6b591fad9607472b054c0ca642345
104140549|0|2|DBWGGZ||EUR|9999-12-31 00:00:00.000|2019-01-15 06:10:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-01 13:31:43||VY|2299759|2019-01-01 13:31:43|3657750|2019-01-14 04:30:00|2024-11-14 11:18:50|Booking|transformed|12 days 14:58:17|104140549_0_2_DBWGGZ|b0eeb024ff8838df18ef6f17f071a203
104140629|0|2|KF5PVD||EUR|9999-12-31 00:00:00.000|2019-01-03 16:00:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 13:35:22||VY|2137848|2019-01-01 13:35:22|2137848|2019-01-07 13:13:50|2024-11-14 11:18:50|Booking|transformed|5 days 23:38:28|104140629_0_2_KF5PVD|13474886da8dd16670b889fe00a9e283
104141034|0|2|ZE6JYJ||EUR|9999-12-31 00:00:00.000|2019-01-07 18:40:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-01 13:55:00||VY|2299759|2019-01-01 13:55:00|2299759|2019-01-01 13:55:04|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104141034_0_2_ZE6JYJ|24e52861f7a067c109a325040876e914
104141101|0|2|KGYUMN||EUR|9999-12-31 00:00:00.000|2019-01-07 18:40:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-01 13:58:53||VY|2299759|2019-01-01 13:58:53|2299759|2019-01-01 13:58:56|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104141101_0_2_KGYUMN|ba69ffe496aa23b447cc558e4492909b
104141266|0|2|HCTW5G||EUR|9999-12-31 00:00:00.000|2019-01-03 13:50:00|3|2||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 14:08:27||VY|2137848|2019-01-01 14:08:27|18|2019-01-02 12:52:29|2024-11-14 11:18:50|Booking|transformed|0 days 22:44:02|104141266_0_2_HCTW5G|1f04fff52de259c22f545e32b0ac21cd
104141386|0|2|XEEG3T||EUR|9999-12-31 00:00:00.000|2019-01-15 21:45:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 14:15:10||VY|2299761|2019-01-01 14:15:10|2299761|2019-01-01 14:15:13|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104141386_0_2_XEEG3T|d27c892f50e4f478e8d0c41fd79d527d
104141679|0|2|V7UGGL||EUR|9999-12-31 00:00:00.000|2019-01-02 15:30:00|3|2|IB|3|GDSMaster|SYSTEM|SYS|GDS|BCNIB0021|SYSTEM|IATAB|BCN|||IATAIB||0|9|2019-01-01 14:30:13|C|VY|19|2019-01-01 14:30:13|19|2019-01-01 14:30:59|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:46|104141679_0_2_V7UGGL|0ec7f2cbf548cd5561c25da2c36fffdd
104141680|0|2|KCKNTZ||EUR|9999-12-31 00:00:00.000|2019-01-03 11:00:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 14:30:17||VY|2137848|2019-01-01 14:30:17|2137848|2019-01-03 08:22:41|2024-11-14 11:18:50|Booking|transformed|1 days 17:52:24|104141680_0_2_KCKNTZ|6cb49914e1ba4c48c5338b7bd25f181f
104141712|0|2|I8QBNV||EUR|9999-12-31 00:00:00.000|2019-01-02 15:30:00|3|2|IB|3|GDSMaster|SYSTEM|SYS|GDS|BCNIB0021|SYSTEM|IATAB|BCN|||IATAIB||0|9|2019-01-01 14:31:28|C|VY|19|2019-01-01 14:31:28|19|2019-01-01 14:33:56|2024-11-14 11:18:50|Booking|transformed|0 days 00:02:28|104141712_0_2_I8QBNV|0a65255d34c3af84b85bf7643f7fca06
104141999|0|2|MCQRJJ||EUR|9999-12-31 00:00:00.000|2019-01-06 08:40:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 14:46:04||VY|2137848|2019-01-01 14:46:04|2137848|2019-01-07 00:02:22|2024-11-14 11:18:50|Booking|transformed|5 days 09:16:18|104141999_0_2_MCQRJJ|01b7a481ee0603d1e5c980d3cd345806
104142087|0|2|LIB9FH||EUR|9999-12-31 00:00:00.000|2019-01-12 14:30:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 14:51:00||VY|2299761|2019-01-01 14:51:00|2299761|2019-01-01 14:51:03|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104142087_0_2_LIB9FH|04eea4ba48fa0e03d4ff13a73d05b84b
104142109|0|2|UERKXG||EUR|9999-12-31 00:00:00.000|2019-01-06 14:55:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 14:52:04||VY|2137848|2019-01-01 14:52:04|2137848|2019-01-07 00:05:07|2024-11-14 11:18:50|Booking|transformed|5 days 09:13:03|104142109_0_2_UERKXG|6a1dc42e89f03217226fb8bf36071986
104142244|0|2|LHQP9H||EUR|9999-12-31 00:00:00.000|2019-02-25 09:25:00|3|2|1A|3|GDSMaster|SYSTEM|SYS|GDS|BERAE22Y6|2323316|IATAB|BER|||IATA1A||0|9|2019-01-01 14:59:41|S|VY|19|2019-01-01 14:59:41|19|2019-02-11 08:26:12|2024-11-14 11:18:50|Booking|transformed|40 days 17:26:31|104142244_0_2_LHQP9H|2954ecc43f813d4b51410a8ee16932d5
104142274|0|4|JFP49N||EUR|2019-01-01 15:03:16.010|2019-01-19 17:00:00|3|0||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-01 15:01:14||VY|2299759|2019-01-01 15:01:14|2299759|2019-01-01 15:01:16|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104142274_0_4_JFP49N|1f86b416c7af3e2aca4dad83aad6800d
104142302|0|4|UEJ5PG||EUR|2019-01-01 15:04:42.633|2019-01-19 17:00:00|3|0||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-01 15:02:41||VY|2299759|2019-01-01 15:02:41|2299759|2019-01-01 15:02:43|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104142302_0_4_UEJ5PG|aa5772358a2b559ab1d5cd58b0ba1911
104142360|0|2|A8DPUV||EUR|9999-12-31 00:00:00.000|2019-03-23 05:50:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-01 15:05:13||VY|21|2019-01-01 15:05:13|3561353|2019-03-22 04:22:52|2024-11-14 11:18:50|Booking|transformed|79 days 13:17:39|104142360_0_2_A8DPUV|a5e650191de6fd92b847cf50acbcbb5e
104142572|0|3|LY7D7P||EUR|9999-12-31 00:00:00.000|2019-01-03 17:20:00|3|0||4|I3-travelfusion7|78205374|EXT|OTAT|I3-travelfusion7|78205374|EXT|OTAT|||#I#AXBA#OTAT#VY||0|7|2019-01-01 15:17:33||VY|2349473|2019-01-01 15:17:33|6855423|2023-02-23 17:13:49|2024-11-14 11:18:50|Booking|transformed|1514 days 01:56:16|104142572_0_3_LY7D7P|ec0c9b11555f56b8a709aff4bab679ee
104142750|0|4|ACHV7G||EUR|2019-01-01 15:27:31.973|2019-03-10 17:40:00|3|0||4|AppAndroid|VY|EXT|MOBT|AppAndroid|VY|EXT|MOBT|||#M#APMO#AND#VY||0|7|2019-01-01 15:25:30||VY|2299765|2019-01-01 15:25:30|2299765|2019-01-01 15:25:32|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104142750_0_4_ACHV7G|23d20406e4f3db623a493e3130a1f45f
104142820|0|4|JD84MW||EUR|2019-01-01 15:31:15.833|2019-01-19 17:00:00|3|0||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-01 15:29:14||VY|2299759|2019-01-01 15:29:14|2299759|2019-01-01 15:29:15|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:01|104142820_0_4_JD84MW|10bad0e4d2b68cd6bc299bf42c706554
104142875|0|2|PFPIQQ||EUR|9999-12-31 00:00:00.000|2019-01-03 19:20:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 15:32:17||VY|2137848|2019-01-01 15:32:17|2137848|2019-01-03 10:15:41|2024-11-14 11:18:50|Booking|transformed|1 days 18:43:24|104142875_0_2_PFPIQQ|c32ee1fd40547fa3f33fbb825682ade4
104143074|0|2|NI1PKX||EUR|9999-12-31 00:00:00.000|2019-01-24 17:35:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-01 15:40:43||VY|2299761|2019-01-01 15:40:43|2299761|2019-01-01 15:40:45|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104143074_0_2_NI1PKX|cf7adcd0ca577dc74dbbe3ceed712bfc
104143495|0|2|K9UP2P||EUR|9999-12-31 00:00:00.000|2019-01-03 18:00:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-01 15:59:08||VY|2137848|2019-01-01 15:59:08|2137848|2019-01-04 01:31:31|2024-11-14 11:18:50|Booking|transformed|2 days 09:32:23|104143495_0_2_K9UP2P|e6d115bb6417a9e1f27fd5bb7cc05c55
104143711|0|4|DHEL2U||EUR|2019-01-01 16:10:23.153|2019-05-03 21:45:00|3|0||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-01 16:08:21||VY|2299759|2019-01-01 16:08:21|2299759|2019-01-01 16:08:23|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104143711_0_4_DHEL2U|4f089373621428f9bececb45faaa65df
